zone_seg,rush_seg,eps,factor,revenue_multiplier
outer,1,-1.5,1.08,0.9622504486493763
outer,1,-1.5,1.1,0.9534625892455922
outer,1,-1.5,1.12,0.944911182523068
outer,1,-1.5,1.1400000000000001,0.936585811581694
outer,1,-1.5,1.16,0.9284766908852593
outer,1,-1.5,1.18,0.9205746178983234
outer,1,-1.5,1.2,0.9128709291752769
outer,1,-1.7,0.8,1.1690605597782766
outer,1,-1.7,0.8200000000000001,1.1490271836393955
outer,1,-1.7,0.8400000000000001,1.1298076206310037
outer,1,-1.7,0.86,1.1113505893107976
outer,1,-1.7,0.88,1.0936091355671782
outer,1,-1.7,0.9,1.0765401791080704
outer,1,-1.7,0.92,1.0601041163343339
outer,1,-1.7,0.9400000000000001,1.0442644715334706
outer,1,-1.7,0.96,1.0289875896271607
outer,1,-1.7,0.98,1.0142423647728374
outer,1,-1.7,1.0,1.0
outer,1,-1.7,1.02,0.9862337937918026
outer,1,-1.7,1.04,0.9729189501298082
outer,1,-1.7,1.06,0.9600324090271756
outer,1,-1.7,1.08,0.9475526950009329
outer,1,-1.7,1.1,0.9354597812919045
outer,1,-1.7,1.12,0.9237349679430141
outer,1,-1.7,1.1400000000000001,0.912360772102593
outer,1,-1.7,1.16,0.9013208291367497
outer,1,-1.7,1.18,0.8905998033201259
outer,1,-1.7,1.2,0.8801833070327152
